woonplaats;gemeente;provincie;regio
Winterswijk Miste;Winterswijk;Gelderland;Oost-Nederland
Winterswijk Ratum;Winterswijk;Gelderland;Oost-Nederland
Winterswijk Woold;Winterswijk;Gelderland;Oost-Nederland
Wirdum;Loppersum;Groningen;Noord-Nederland
Wirdum;Leeuwarden;Fryslân;Noord-Nederland
Wissenkerke;Noord-Beveland;Zeeland;West-Nederland
Witharen;Ommen;Overijssel;Oost-Nederland
Witmarsum;Súdwest-Fryslân;Fryslân;Noord-Nederland
Witte Paarden;Steenwijkerland;Overijssel;Oost-Nederland
Wittelte;Westerveld;Drenthe;Noord-Nederland
Wittem;Gulpen-Wittem;Limburg;Zuid-Nederland
Witteveen;Midden-Drenthe;Drenthe;Noord-Nederland
Wiuwert;Súdwest-Fryslân;Fryslân;Noord-Nederland
Wjelsryp;Waadhoeke;Fryslân;Noord-Nederland
Woensdrecht;Woensdrecht;Noord-Brabant;Zuid-Nederland
Woerden;Woerden;Utrecht;West-Nederland
Woerdense Verlaat;Nieuwkoop;Zuid-Holland;West-Nederland
Wognum;Medemblik;Noord-Holland;West-Nederland
Woldendorp;Delfzijl;Groningen;Noord-Nederland
Wolfheze;Renkum;Gelderland;Oost-Nederland
Wolphaartsdijk;Goes;Zeeland;West-Nederland
Wolsum;Súdwest-Fryslân;Fryslân;Noord-Nederland
Woltersum;Groningen;Groningen;Noord-Nederland
Wolvega;Weststellingwerf;Fryslân;Noord-Nederland
Wommels;Súdwest-Fryslân;Fryslân;Noord-Nederland
Wons;Súdwest-Fryslân;Fryslân;Noord-Nederland
Workum;Súdwest-Fryslân;Fryslân;Noord-Nederland
Wormer;Wormerland;Noord-Holland;West-Nederland
Wormerveer;Zaanstad;Noord-Holland;West-Nederland
Woubrugge;KaagenBraassem;Zuid-Holland;West-Nederland
Woudbloem;Midden-Groningen;Groningen;Noord-Nederland
de Woude;Castricum;Noord-Holland;West-Nederland
Woudenberg;Woudenberg;Utrecht;West-Nederland
Woudrichem;Altena;Noord-Brabant;Zuid-Nederland
Woudsend;Súdwest-Fryslân;Fryslân;Noord-Nederland
Wouw;Roosendaal;Noord-Brabant;Zuid-Nederland
Wouwse Plantage;Roosendaal;Noord-Brabant;Zuid-Nederland
Wyns;Tytsjerksteradiel;Fryslân;Noord-Nederland
Wytgaard;Leeuwarden;Fryslân;Noord-Nederland
Yde;Tynaarlo;Drenthe;Noord-Nederland
Yerseke;Reimerswaal;Zeeland;West-Nederland
Ypecolsga;Súdwest-Fryslân;Fryslân;Noord-Nederland
Ysbrechtum;Súdwest-Fryslân;Fryslân;Noord-Nederland
Ysselsteyn;Venray;Limburg;Zuid-Nederland
Zaamslag;Terneuzen;Zeeland;West-Nederland
Zaandam;Zaanstad;Noord-Holland;West-Nederland
Zaandijk;Zaanstad;Noord-Holland;West-Nederland
Zalk;Kampen;Overijssel;Oost-Nederland
Zaltbommel;Zaltbommel;Gelderland;Oost-Nederland
't Zand;Schagen;Noord-Holland;West-Nederland
Zandberg;Borger-Odoorn;Drenthe;Noord-Nederland
Zandeweer;HetHogeland;Groningen;Noord-Nederland
Zandhuizen;Weststellingwerf;Fryslân;Noord-Nederland
Zandpol;Emmen;Drenthe;Noord-Nederland
't Zandt;Loppersum;Groningen;Noord-Nederland
Zandvoort;Zandvoort;Noord-Holland;West-Nederland
Zeddam;Montferland;Gelderland;Oost-Nederland
Zeegse;Tynaarlo;Drenthe;Noord-Nederland
Zeeland;Landerd;Noord-Brabant;Zuid-Nederland
Zeerijp;Loppersum;Groningen;Noord-Nederland
Zeewolde;Zeewolde;Flevoland;Oost-Nederland
Zegge;Rucphen;Noord-Brabant;Zuid-Nederland
Zegveld;Woerden;Utrecht;West-Nederland
Zeijen;Tynaarlo;Drenthe;Noord-Nederland
Zeijerveen;Assen;Drenthe;Noord-Nederland
Zeijerveld;Assen;Drenthe;Noord-Nederland
Zeist;Zeist;Utrecht;West-Nederland
Zelhem;Bronckhorst;Gelderland;Oost-Nederland
Zenderen;Borne;Overijssel;Oost-Nederland
Zennewijnen;Tiel;Gelderland;Oost-Nederland
Zennewijnen;WestBetuwe;Gelderland;Oost-Nederland
Zetten;Overbetuwe;Gelderland;Oost-Nederland
Zevenaar;Zevenaar;Gelderland;Oost-Nederland
Zevenbergen;Moerdijk;Noord-Brabant;Zuid-Nederland
Zevenbergschen Hoek;Moerdijk;Noord-Brabant;Zuid-Nederland
Zevenbergschen Hoek;Drimmelen;Noord-Brabant;Zuid-Nederland
Zevenhoven;Nieuwkoop;Zuid-Holland;West-Nederland
Zevenhuizen;Zuidplas;Zuid-Holland;West-Nederland
Zevenhuizen;Westerkwartier;Groningen;Noord-Nederland
Zierikzee;Schouwen-Duiveland;Zeeland;West-Nederland
Zieuwent;OostGelre;Gelderland;Oost-Nederland
Zijderveld;Vijfheerenlanden;Utrecht;West-Nederland
Zijdewind;HollandsKroon;Noord-Holland;West-Nederland
Zijldijk;Loppersum;Groningen;Noord-Nederland
De Zilk;Noordwijk;Zuid-Holland;West-Nederland
Zoelen;Buren;Gelderland;Oost-Nederland
Zoelmond;Buren;Gelderland;Oost-Nederland
Zoetermeer;Zoetermeer;Zuid-Holland;West-Nederland
Zoeterwoude;Zoeterwoude;Zuid-Holland;West-Nederland
Zonnemaire;Schouwen-Duiveland;Zeeland;West-Nederland
Zorgvlied;Westerveld;Drenthe;Noord-Nederland
Zoutelande;Veere;Zeeland;West-Nederland
Zoutkamp;HetHogeland;Groningen;Noord-Nederland
Zuid-Beijerland;HoekscheWaard;Zuid-Holland;West-Nederland
Zuidbroek;Midden-Groningen;Groningen;Noord-Nederland
Zuiddorpe;Terneuzen;Zeeland;West-Nederland
Zuidermeer;Koggenland;Noord-Holland;West-Nederland
Zuiderwoude;Waterland;Noord-Holland;West-Nederland
Zuidhorn;Westerkwartier;Groningen;Noord-Nederland
Zuidlaarderveen;Tynaarlo;Drenthe;Noord-Nederland
Zuidland;Nissewaard;Zuid-Holland;West-Nederland
Zuidlaren;Tynaarlo;Drenthe;Noord-Nederland
Zuidoostbeemster;Beemster;Noord-Holland;West-Nederland
Zuid-Scharwoude;Langedijk;Noord-Holland;West-Nederland
Zuidschermer;Alkmaar;Noord-Holland;West-Nederland
Zuidveen;Steenwijkerland;Overijssel;Oost-Nederland
Zuidveld;Midden-Drenthe;Drenthe;Noord-Nederland
Zuidvelde;Noordenveld;Drenthe;Noord-Nederland
Zuidwolde;HetHogeland;Groningen;Noord-Nederland
Zuidwolde;DeWolden;Drenthe;Noord-Nederland
Zuidzande;Sluis;Zeeland;West-Nederland
Zuilichem;Zaltbommel;Gelderland;Oost-Nederland
Zuna;Wierden;Overijssel;Oost-Nederland
Zundert;Zundert;Noord-Brabant;Zuid-Nederland
Zurich;Súdwest-Fryslân;Fryslân;Noord-Nederland
Zutphen;Zutphen;Gelderland;Oost-Nederland
Zuurdijk;HetHogeland;Groningen;Noord-Nederland
Zwaag;Hoorn;Noord-Holland;West-Nederland
Zwaagdijk-Oost;Medemblik;Noord-Holland;West-Nederland
Zwaagdijk-West;Medemblik;Noord-Holland;West-Nederland
Zwaanshoek;Haarlemmermeer;Noord-Holland;West-Nederland
Zwagerbosch;Noardeast-Fryslân;Fryslân;Noord-Nederland
Zwammerdam;AlphenaandenRijn;Zuid-Holland;West-Nederland
Zwanenburg;Haarlemmermeer;Noord-Holland;West-Nederland
Zwartebroek;Barneveld;Gelderland;Oost-Nederland
Zwartemeer;Emmen;Drenthe;Noord-Nederland
Zwartewaal;Brielle;Zuid-Holland;West-Nederland
Zwartsluis;Zwartewaterland;Overijssel;Oost-Nederland
Zweeloo;Coevorden;Drenthe;Noord-Nederland
Zweins;Waadhoeke;Fryslân;Noord-Nederland
Zwiggelte;Midden-Drenthe;Drenthe;Noord-Nederland
Zwijndrecht;Zwijndrecht;Zuid-Holland;West-Nederland
Zwinderen;Coevorden;Drenthe;Noord-Nederland
Zwolle;Zwolle;Overijssel;Oost-Nederland
